timestamp,interface,probe_host,bandwidth_mbps,rx_mbps,tx_mbps,throughput_mbps,traffic_volume_mb,packet_rate,latency_ms,packet_loss_pct,jitter_ms,bandwidth_utilization_pct,cpu_utilization_pct,memory_utilization_pct,interface_errors,interface_drops,network_available
1788886650.834983,vEthernet (Default Switch),fe80::7624:9fff:fea9:e2b7%14,4294.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.4177446878757822,0.0,14.9,85.9,0.0,0.0,1
1788886655.8408973,vEthernet (Default Switch),fe80::7624:9fff:fea9:e2b7%14,4294.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.504813214295168,0.0,36.5,85.5,0.0,0.0,1
1788886660.844889,vEthernet (Default Switch),fe80::7624:9fff:fea9:e2b7%14,4294.0,0.0,0.00022861748990935982,0.00022861748990935982,2.8577186238669978e-05,0.19984046320748236,1.0,0.0,1.4624940645653537,5.324114809253838e-06,18.1,85.5,0.0,0.0,1
1788886665.8497686,vEthernet (Default Switch),fe80::7624:9fff:fea9:e2b7%14,4294.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.4624940645653537,0.0,15.2,85.4,0.0,0.0,1
1788886670.8509147,vEthernet (Default Switch),fe80::7624:9fff:fea9:e2b7%14,4294.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,2.8382310609877335,0.0,27.7,85.6,0.0,0.0,1
1788886675.8549416,vEthernet (Default Switch),fe80::7624:9fff:fea9:e2b7%14,4294.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.8136571693556887,0.0,33.2,86.2,0.0,0.0,1
1788886680.8580227,vEthernet (Default Switch),fe80::7624:9fff:fea9:e2b7%14,4294.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.8136571693556887,0.0,15.8,86.1,0.0,0.0,1
1788886685.865579,vEthernet (Default Switch),fe80::7624:9fff:fea9:e2b7%14,4294.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.7826346428439996,0.0,15.7,86.0,0.0,0.0,1
1788886690.8736181,vEthernet (Default Switch),fe80::7624:9fff:fea9:e2b7%14,4294.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.7826346428439996,0.0,24.4,86.3,0.0,0.0,1
1788886695.8829129,vEthernet (Default Switch),fe80::7624:9fff:fea9:e2b7%14,4294.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.7826346428439996,0.0,20.6,86.2,0.0,0.0,1
1788886700.8858469,vEthernet (Default Switch),fe80::7624:9fff:fea9:e2b7%14,4294.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.782634642844,0.0,30.4,86.3,0.0,0.0,1
1788886705.9000049,vEthernet (Default Switch),fe80::7624:9fff:fea9:e2b7%14,4294.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.752524094152291,0.0,21.7,86.7,0.0,0.0,1
1788886710.907493,vEthernet (Default Switch),fe80::7624:9fff:fea9:e2b7%14,4294.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.7525240941522906,0.0,24.7,86.8,0.0,0.0,1
1788886715.9165668,vEthernet (Default Switch),fe80::7624:9fff:fea9:e2b7%14,4294.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.7487370837451066,0.0,14.4,86.7,0.0,0.0,1
1788886720.924597,vEthernet (Default Switch),fe80::7624:9fff:fea9:e2b7%14,4294.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.7487370837451066,0.0,19.3,86.3,0.0,0.0,1
1788886725.9290473,vEthernet (Default Switch),fe80::7624:9fff:fea9:e2b7%14,4294.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.7487370837451066,0.0,19.4,86.4,0.0,0.0,1
1788886730.9403062,vEthernet (Default Switch),fe80::7624:9fff:fea9:e2b7%14,4294.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8660254037844386,0.0,21.5,86.6,0.0,0.0,1
1788886735.952368,vEthernet (Default Switch),fe80::7624:9fff:fea9:e2b7%14,4294.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7453559924999298,0.0,29.8,86.7,0.0,0.0,1
1788886740.9557877,vEthernet (Default Switch),fe80::7624:9fff:fea9:e2b7%14,4294.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7453559924999298,0.0,38.2,87.1,0.0,0.0,1
1788886745.9604266,vEthernet (Default Switch),fe80::7624:9fff:fea9:e2b7%14,4294.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5527707983925666,0.0,53.8,87.5,0.0,0.0,1
1788886750.9662216,vEthernet (Default Switch),fe80::7624:9fff:fea9:e2b7%14,4294.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5951190357119042,0.0,47.5,88.2,0.0,0.0,1
1788886756.0026,vEthernet (Default Switch),fe80::7624:9fff:fea9:e2b7%14,4294.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5951190357119042,0.0,40.8,88.8,0.0,0.0,1
1788886761.0075693,vEthernet (Default Switch),fe80::7624:9fff:fea9:e2b7%14,4294.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.6236095644623235,0.0,52.1,88.1,0.0,0.0,1
1788886766.0103767,vEthernet (Default Switch),fe80::7624:9fff:fea9:e2b7%14,4294.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.37267799624996495,0.0,37.4,87.0,0.0,0.0,1
1788886771.0189157,vEthernet (Default Switch),fe80::7624:9fff:fea9:e2b7%14,4294.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.37267799624996495,0.0,17.2,86.3,0.0,0.0,1
1788886776.0261924,vEthernet (Default Switch),fe80::7624:9fff:fea9:e2b7%14,4294.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.37267799624996495,0.0,21.4,85.0,0.0,0.0,1
1788886781.0406623,vEthernet (Default Switch),fe80::7624:9fff:fea9:e2b7%14,4294.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.372677996249965,0.0,29.4,85.3,0.0,0.0,1
1788886786.0483139,vEthernet (Default Switch),fe80::7624:9fff:fea9:e2b7%14,4294.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.372677996249965,0.0,31.5,85.2,0.0,0.0,1
1788886791.062984,vEthernet (Default Switch),fe80::7624:9fff:fea9:e2b7%14,4294.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.372677996249965,0.0,41.0,85.4,0.0,0.0,1
1788886796.0639365,vEthernet (Default Switch),fe80::7624:9fff:fea9:e2b7%14,4294.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.372677996249965,0.0,25.6,85.4,0.0,0.0,1
